nid,sid,label
MLS000780030-01,26662186,medium
MLS000780021-01,26662189,low
MLS000779744-01,26662203,low
MLS000768004-01,26662206,medium
MLS000779750-01,26662215,medium
MLS000779751-01,26662216,medium
MLS000779754-01,26662219,medium
MLS000779755-01,26662220,medium
MLS000769911-01,26662223,medium
MLS000779704-01,26662225,low
MLS000769914-01,26662232,medium
MLS000780267-01,26662238,low
MLS000762368-01,26662252,medium
MLS000332928-01,26662268,low
MLS000332762-01,26662278,medium
MLS000332900-01,26662281,low
MLS000762366-01,26662282,low
MLS000332916-01,26662283,low
MLS000767875-01,26662289,low
MLS001044373-01,26662301,medium
MLS000780370-01,26662303,low
MLS000780331-01,26662315,medium
MLS000767843-01,26662338,low
MLS000767845-01,26662339,low
MLS000559934-01,26662359,low
MLS000333267-01,26662388,medium
MLS001044406-01,26662389,medium
MLS000333336-01,26662391,medium
MLS000762429-01,26662393,medium
MLS000767105-01,26662397,medium
MLS000768190-01,26662420,low
MLS001030018-01,26662427,medium
MLS001030017-01,26662428,medium
MLS000332797-01,26662447,low
MLS000768138-01,26662468,low
MLS000332946-01,26662470,medium
MLS000333355-01,26662489,medium
MLS001030078-01,26662505,medium
MLS000333335-01,26662523,medium
MLS001044384-01,26662526,medium
MLS000767135-01,26662533,medium
MLS000768131-01,26662534,low
MLS000767133-01,26662536,medium
MLS000333283-01,26662539,medium
MLS000333287-01,26662541,low
MLS000333294-01,26662544,low
MLS000332822-01,26662551,low
MLS001030091-01,26662555,low
MLS001030090-01,26662584,medium
MLS000768227-01,26662594,low
MLS000762671-01,26662610,medium
MLS000768183-01,26662615,medium
MLS001030093-01,26662618,medium
MLS000333360-01,26662637,low
MLS001044355-01,26662684,medium
MLS000332907-01,26662692,medium
MLS001029993-01,26662707,medium
MLS001029985-01,26662713,medium
MLS001044336-01,26662732,medium
MLS000332949-01,26662745,medium
MLS000763270-01,26662765,low
MLS000332929-01,26662769,low
MLS000768117-01,26662773,medium
MLS000768116-01,26662774,low
MLS000763295-01,26662785,medium
MLS000767885-01,26662791,medium
MLS001030056-01,26662803,medium
MLS000767128-01,26662805,medium
MLS001030045-01,26662812,medium
MLS000333342-01,26662817,low
MLS000333343-01,26662818,medium
MLS000333352-01,26662822,low
MLS001030067-01,26662831,medium
MLS000762379-01,26662838,medium
MLS000767132-01,26662851,medium
MLS001030005-01,26662853,medium
MLS000767880-01,26662858,medium
MLS000767872-01,26662860,medium
MLS001030013-01,26662889,medium
MLS001030011-01,26662899,medium
MLS000780450-01,26662923,low
MLS000767775-01,26662936,low
MLS000780356-01,26662969,low
MLS000780317-01,26662993,medium
MLS000767767-01,26663025,low
MLS000767522-01,26663026,low
MLS000333698-01,26663038,medium
MLS001042201-01,26663064,low
MLS000762424-01,26663089,medium
MLS000333745-01,26663098,medium
MLS000763125-01,26663106,medium
MLS000763120-01,26663108,low
MLS000762447-01,26663118,medium
MLS000767739-01,26663136,medium
MLS000333754-01,26663149,low
MLS000763186-01,26663168,medium
MLS000333438-01,26663171,medium
MLS000780307-01,26663217,low
MLS000333512-01,26663295,medium
MLS000767716-01,26663301,low
MLS000767734-01,26663308,medium
MLS000779599-01,26663314,low
MLS000762412-01,26663318,medium
MLS000762470-01,26663328,medium
MLS000333541-01,26663341,medium
MLS000333542-01,26663343,medium
MLS000333425-01,26663356,medium
MLS000333428-01,26663363,medium
MLS000779639-01,26663385,medium
MLS000762378-01,26663391,low
MLS000779664-01,26663396,medium
MLS000333617-01,26663404,medium
MLS000779629-01,26663420,medium
MLS000333396-01,26663425,medium
MLS000762388-01,26663433,medium
MLS000767794-01,26663436,low
MLS000333462-01,26663456,medium
MLS000333628-01,26663459,medium
MLS000333631-01,26663462,low
MLS000776054-01,26663481,medium
MLS000767791-01,26663483,medium
MLS000333607-01,26663545,medium
MLS000333608-01,26663546,low
MLS000779594-01,26663548,medium
MLS000779597-01,26663550,low
MLS001042198-01,26663562,medium
MLS000332744-01,26663584,medium
MLS000333216-01,26663585,low
MLS000332756-01,26663601,medium
MLS000333231-01,26663606,low
MLS000758871-01,26663616,medium
MLS000769579-01,26663633,medium
MLS000332746-01,26663647,low
MLS000769513-01,26663660,medium
MLS000769564-01,26663699,medium
MLS000767100-01,26663706,low
MLS000769868-01,26663739,medium
MLS000333174-01,26663747,medium
MLS000333165-01,26663751,medium
MLS000332688-01,26663754,medium
MLS000332206-01,26663789,low
MLS000333193-01,26663813,medium
MLS000769532-01,26663823,low
MLS000332717-01,26663834,medium
MLS000332716-01,26663835,low
MLS000333210-01,26663843,medium
MLS000333207-01,26663844,medium
MLS000333198-01,26663846,low
MLS000333191-01,26663848,medium
MLS000769514-01,26663864,low
MLS000332701-01,26663895,medium
MLS000762888-01,26663925,medium
MLS000762959-01,26663945,medium
MLS000762958-01,26663946,medium
MLS000333188-01,26663954,low
MLS000333237-01,26663957,medium
MLS000763076-01,26663967,medium
MLS000767611-01,26664023,medium
MLS000763024-01,26664024,medium
MLS000332214-01,26664056,low
MLS000332228-01,26664077,medium
MLS000767618-01,26664087,medium
MLS000769890-01,26664096,low
MLS000767643-01,26664125,medium
MLS000332161-01,26664128,low
MLS000763181-01,26664154,low
MLS000758797-01,26664178,medium
MLS000758798-01,26664179,medium
MLS000758857-01,26664183,medium
MLS000762793-01,26664187,medium
MLS000767171-01,26664228,medium
MLS000767637-01,26664240,medium
MLS000767638-01,26664242,medium
MLS000333150-01,26664590,medium
MLS000333055-01,26664610,medium
MLS001012397-01,26664632,low
MLS000756929-01,26665176,medium
MLS000767327-01,26665335,medium
MLS000767299-01,26665352,medium
MLS000769844-01,26665379,low
MLS000559912-01,26665382,medium
MLS000559908-01,26665383,medium
MLS000559880-01,26665386,medium
MLS000559865-01,26665388,low
MLS000769141-01,26665398,medium
MLS000769151-01,26665402,medium
MLS000769152-01,26665403,medium
MLS000769153-01,26665404,medium
MLS000769829-01,26665411,medium
MLS000767303-01,26665418,medium
MLS000768496-01,26665430,medium
MLS000769102-01,26665433,medium
MLS000769106-01,26665435,medium
MLS000767321-01,26665445,low
MLS000767307-01,26665447,medium
MLS000332312-01,26665450,low
MLS000332294-01,26665459,medium
MLS000769121-01,26665460,low
MLS000769129-01,26665463,medium
MLS000769859-01,26665468,medium
MLS000769854-01,26665469,medium
MLS000769849-01,26665470,low
MLS000332332-01,26665476,medium
MLS000332342-01,26665480,medium
MLS000769103-01,26665484,medium
MLS000768430-01,26665495,medium
MLS000762643-01,26665508,medium
MLS000762547-01,26665509,medium
MLS000769858-01,26665517,medium
MLS000769269-01,26665528,low
MLS000767448-01,26665547,medium
MLS000767473-01,26665559,medium
MLS000769270-01,26665575,medium
MLS000769279-01,26665583,medium
MLS000769807-01,26665584,medium
MLS000769284-01,26665585,medium
MLS000769181-01,26665606,medium
MLS000769191-01,26665612,medium
MLS000769199-01,26665614,medium
MLS000767336-01,26665626,medium
MLS000767338-01,26665627,medium
MLS000767343-01,26665629,medium
MLS000767345-01,26665631,medium
MLS000769804-01,26665637,medium
MLS000775977-01,26665639,low
MLS000768404-01,26665646,medium
MLS000769231-01,26665656,medium
MLS000769251-01,26665668,medium
MLS000762591-01,26665677,medium
MLS000762637-01,26665681,medium
MLS000769190-01,26665691,medium
MLS000769192-01,26665694,medium
MLS000769289-01,26665696,medium
MLS000559878-01,26665713,medium
MLS000762798-01,26665719,medium
MLS000762785-01,26665724,medium
MLS000767314-01,26665742,medium
MLS000767313-01,26665743,medium
MLS000762732-01,26665749,medium
MLS000762728-01,26665751,low
MLS000762718-01,26665757,medium
MLS000762705-01,26665767,medium
MLS000762750-01,26665772,low
MLS000763179-01,26665777,medium
MLS000762512-01,26665785,medium
MLS000762802-01,26665804,medium
MLS000762730-01,26665864,low
MLS000769255-01,26665870,medium
MLS000767488-01,26665888,medium
MLS000769841-01,26665897,medium
MLS000767486-01,26665909,medium
MLS000762597-01,26665910,medium
MLS000763112-01,26665911,medium
MLS000763122-01,26665912,low
MLS000762665-01,26665926,medium
MLS000762651-01,26665938,medium
MLS000762650-01,26665939,low
MLS000762649-01,26665940,medium
MLS000762639-01,26665946,medium
MLS000762525-01,26665950,medium
MLS000762542-01,26665961,medium
MLS000762574-01,26665962,medium
MLS000762543-01,26665963,low
MLS000762559-01,26665967,medium
MLS000762486-01,26665981,medium
MLS000762489-01,26665982,low
MLS000762499-01,26665987,medium
MLS000762503-01,26665990,medium
MLS000762504-01,26665991,medium
MLS000559911-01,26666000,medium
MLS000559907-01,26666003,medium
MLS000559906-01,26666004,low
MLS000559903-01,26666005,low
MLS000559901-01,26666007,low
MLS000762693-01,26666016,low
MLS000767239-01,26666017,medium
MLS000763163-01,26666026,medium
MLS000767472-01,26666041,medium
MLS000762501-01,26666046,medium
MLS000559885-01,26666056,medium
MLS000559881-01,26666057,medium
MLS000768592-01,26666066,low
MLS000768932-01,26666068,medium
MLS000768572-01,26666071,low
MLS000768567-01,26666073,medium
MLS000767369-01,26666080,medium
MLS000768687-01,26666083,medium
MLS000763211-01,26666090,medium
MLS000768641-01,26666101,medium
MLS000767282-01,26666113,medium
MLS000768199-01,26666129,low
MLS000768163-01,26666131,low
MLS000769357-01,26666134,low
MLS000769348-01,26666135,low
MLS000769327-01,26666136,low
MLS000769375-01,26666141,low
MLS000768309-01,26666144,medium
MLS000769446-01,26666147,medium
MLS000332328-01,26666157,low
MLS000768552-01,26666164,low
MLS000768502-01,26666165,medium
MLS000767220-01,26666166,medium
MLS000767558-01,26666177,medium
MLS000767635-01,26666184,medium
MLS000767977-01,26666186,medium
MLS000768555-01,26666207,low
MLS000768262-01,26666211,low
MLS000770017-01,26666222,low
MLS000768200-01,26666224,low
MLS000767695-01,26666233,low
MLS000768624-01,26666242,medium
MLS000768156-01,26666243,low
MLS000768956-01,26666248,low
MLS000768942-01,26666250,low
MLS000767670-01,26666251,low
MLS000768939-01,26666254,medium
MLS000768913-01,26666255,medium
MLS000768111-01,26666256,medium
MLS000768654-01,26666257,low
MLS000767665-01,26666270,medium
MLS000769354-01,26666277,medium
MLS000769356-01,26666278,medium
MLS000768210-01,26666281,medium
MLS000768212-01,26666282,medium
MLS000768223-01,26666285,medium
MLS000769478-01,26666290,medium
MLS000769479-01,26666291,medium
MLS000769481-01,26666293,medium
MLS000769486-01,26666295,medium
MLS000769488-01,26666296,medium
MLS000769493-01,26666297,medium
MLS000769497-01,26666299,medium
MLS000770037-01,26666307,low
MLS000770035-01,26666308,medium
MLS000770046-01,26666333,low
MLS000768986-01,26666338,medium
MLS000770039-01,26666339,medium
MLS000768524-01,26666347,medium
MLS000768511-01,26666351,medium
MLS000768510-01,26666352,medium
MLS000768506-01,26666355,medium
MLS000768503-01,26666356,medium
MLS000767242-01,26666358,medium
MLS000770027-01,26666361,low
MLS000767559-01,26666370,low
MLS000767547-01,26666373,low
MLS000768155-01,26666390,low
MLS000767232-01,26666394,medium
MLS000767230-01,26666395,medium
MLS000767224-01,26666396,medium
MLS000767222-01,26666398,medium
MLS000767204-01,26666402,medium
MLS000767538-01,26666405,medium
MLS000767528-01,26666408,medium
MLS000767610-01,26666423,medium
MLS000768620-01,26666426,low
MLS000768613-01,26666429,medium
MLS000768605-01,26666433,medium
MLS000768595-01,26666436,medium
MLS000768559-01,26666447,medium
MLS000768558-01,26666448,medium
MLS000768550-01,26666452,medium
MLS000767244-01,26666459,medium
MLS000768575-01,26666469,low
MLS000768566-01,26666472,medium
MLS000768563-01,26666475,medium
MLS000768964-01,26666483,low
MLS000768995-01,26666490,low
MLS000768999-01,26666492,low
MLS000768951-01,26666498,low
MLS000768952-01,26666499,medium
MLS000767975-01,26666506,low
MLS000767979-01,26666509,medium
MLS000767688-01,26666512,low
MLS000767686-01,26666513,low
MLS000768316-01,26666536,medium
MLS000767699-01,26666541,low
MLS000767694-01,26666542,low
MLS000767692-01,26666544,low
MLS000768689-01,26666547,medium
MLS000768902-01,26666552,medium
MLS000768909-01,26666555,medium
MLS000767378-01,26666564,medium
MLS000767383-01,26666565,low
MLS000767387-01,26666567,medium
MLS000768683-01,26666577,medium
MLS000767902-01,26666579,low
MLS000768921-01,26666585,low
MLS000768930-01,26666590,medium
MLS000767931-01,26666598,medium
MLS000767932-01,26666599,medium
MLS000767948-01,26666605,low
MLS000767373-01,26666609,medium
MLS000769427-01,26666614,medium
MLS000769430-01,26666615,medium
MLS000769442-01,26666622,medium
MLS000769451-01,26666626,low
MLS000768139-01,26666639,medium
MLS000768162-01,26666644,medium
MLS000768165-01,26666648,low
MLS000768175-01,26666653,medium
MLS000768195-01,26666656,low
MLS000768203-01,26666658,medium
MLS000769468-01,26666659,medium
MLS000768643-01,26666666,medium
MLS000768634-01,26666670,low
MLS000767838-01,26666682,medium
MLS000767858-01,26666685,low
MLS000769349-01,26666696,medium
MLS000769307-01,26666702,low
MLS000769314-01,26666704,medium
MLS000769324-01,26666708,low
MLS000769459-01,26666716,medium
MLS000767879-01,26666718,medium
MLS000767898-01,26666721,medium
MLS000768112-01,26666722,low
MLS000769355-01,26666732,medium
MLS000769365-01,26666738,low
MLS000769374-01,26666742,medium
MLS000769376-01,26666743,medium
MLS000769377-01,26666744,low
MLS000767504-01,26666745,low
MLS000767201-01,26666747,medium
MLS000768625-01,26666830,low
MLS000332345-01,26666831,medium
MLS000332326-01,26666836,medium
MLS000770048-01,26666838,medium
MLS000768250-01,26666842,medium
MLS000768695-01,26666883,medium
MLS000768928-01,26666887,medium
MLS000767539-01,26666900,medium
MLS000776007-01,26666901,low
MLS000769495-01,26666903,medium
MLS000767200-01,26666904,medium
MLS000769487-01,26666907,medium
MLS000769378-01,26666909,low
MLS000762799-01,26666915,medium
MLS000762782-01,26666916,medium
MLS000762781-01,26666917,medium
MLS000762756-01,26666923,medium
MLS000333663-01,26666927,low
MLS000333740-01,26666928,medium
MLS000768341-01,26666930,medium
MLS000768343-01,26666931,medium
MLS000333527-01,26666938,medium
MLS000769043-01,26666955,medium
MLS000333679-01,26666961,medium
MLS000333687-01,26666962,medium
MLS000333689-01,26666963,medium
MLS000333520-01,26666968,medium
MLS000333530-01,26666969,low
MLS000333729-01,26667001,medium
MLS000333731-01,26667002,low
MLS000333735-01,26667003,medium
MLS000768379-01,26667007,medium
MLS000768377-01,26667008,medium
MLS000768365-01,26667018,low
MLS000768344-01,26667020,medium
MLS000768381-01,26667021,medium
MLS000780059-01,26667030,medium
MLS000770093-01,26667059,low
MLS000779970-01,26667068,low
MLS000779927-01,26667069,medium
MLS000769387-01,26667071,medium
MLS001043249-01,26667075,low
MLS001043236-01,26667083,low
MLS001043245-01,26667087,low
MLS001043247-01,26667088,medium
MLS000769085-01,26667089,low
MLS001043211-01,26667094,medium
MLS000769073-01,26667118,low
MLS000779953-01,26667125,medium
MLS001043221-01,26667129,medium
MLS000769076-01,26667141,low
MLS000769040-01,26667143,medium
MLS000770080-01,26667160,medium
MLS000333709-01,26667166,medium
MLS000333665-01,26667167,medium
MLS000780054-01,26667219,high
MLS001043219-01,26667223,medium
MLS000768391-01,26667229,medium
MLS000333688-01,26667266,medium
MLS000333701-01,26667267,medium
MLS001043216-01,26667287,low
MLS000779923-01,26667310,low
MLS000779917-01,26667311,low
MLS000779894-01,26667315,medium
MLS000779956-01,26667330,medium
MLS000779930-01,26667336,medium
MLS000779928-01,26667338,medium
MLS000780018-01,26667343,medium
MLS000780035-01,26667344,medium
MLS000780046-01,26667348,low
MLS000768392-01,26667357,medium
MLS000333723-01,26667374,medium
MLS000333677-01,26667377,medium
MLS000769092-01,26667381,medium
MLS000780079-01,26667394,medium
MLS000780064-01,26667396,medium
MLS000769798-01,26669320,low
MLS000769683-01,26669331,low
MLS000769741-01,26669343,low
MLS000769720-01,26669355,low
MLS000769605-01,26669366,medium
MLS000769678-01,26669370,medium
MLS000769638-01,26669372,medium
MLS000762760-01,26669421,medium
MLS000333813-01,26669430,low
MLS000769609-01,26669462,low
MLS000769772-01,26669472,low
MLS000333838-01,26669481,medium
MLS000333825-01,26669483,medium
MLS000333804-01,26669493,medium
MLS000333801-01,26669495,low
MLS000333777-01,26669500,medium
MLS000769628-01,26669510,medium
MLS000333806-01,26669513,medium
MLS000769705-01,26669517,medium
MLS000769617-01,26669525,low
MLS000769606-01,26669529,medium
MLS000769600-01,26669532,medium
MLS000762805-01,26669567,medium
MLS000758852-01,26669603,medium
MLS000333436-01,26670755,medium
MLS000333479-01,26670760,medium
MLS000332996-01,26670761,medium
MLS000767706-01,26670782,low
MLS000332886-01,26670786,medium
MLS000333570-01,26670794,low
MLS000333613-01,26670795,low
MLS000762676-01,26670826,low
MLS000333641-01,26670836,low
MLS000333611-01,26670844,low
MLS000768872-01,26670856,low
MLS001049324-01,26670871,medium
MLS000333694-01,26670877,low
MLS000332942-01,26670903,medium
MLS000767951-01,26670919,medium
MLS001047161-01,26670952,low
MLS000780249-01,26670972,medium
MLS000780248-01,26670973,medium
MLS000780244-01,26670974,medium
MLS000780265-01,26670981,low
MLS000780205-01,26670985,low
MLS001049308-01,26670991,low
MLS000780443-01,26671031,low
MLS000780426-01,26671034,medium
MLS000779909-01,26671104,low
MLS000779769-01,26671109,low
MLS000779739-01,26671113,medium
MLS001029461-01,26671134,low
MLS000768328-01,26671187,medium
MLS001029853-01,26671202,medium
MLS001029832-01,26671205,medium
MLS001029750-01,26671213,medium
MLS001047260-01,26671227,medium
MLS000780209-01,26671237,medium
MLS000779757-01,26671241,medium
MLS000332944-01,26671243,medium
MLS000762520-01,26671245,medium
MLS000762389-01,26671262,low
MLS000780208-01,26671263,medium
MLS000780218-01,26671269,medium
MLS001047444-01,26671301,low
MLS000768730-01,26671337,low
MLS001044483-01,26671381,medium
MLS001044449-01,26671382,low
MLS001044419-01,26671407,medium
MLS001047438-01,26671432,medium
MLS001047499-01,26671444,medium
MLS000768660-01,26671574,medium
MLS000332325-01,26671603,low
MLS000770033-01,26671614,medium
MLS000769334-01,26671682,low
MLS000776040-01,26725621,low
MLS000332631-01,26725625,high
MLS000333328-01,26725669,low
MLS000333318-01,26725674,low
MLS000333763-01,26725684,medium
MLS000767396-01,26725694,medium
MLS000769308-01,26725708,low
MLS001029980-01,26725838,low
MLS000333153-01,26725897,low
MLS000333642-01,26725906,low
MLS001047376-01,26725943,low
MLS000769313-01,26725948,medium
MLS000779943-01,26725960,low
MLS000769031-01,26725964,medium
MLS000769051-01,26725972,low
MLS000769096-01,26725980,medium
MLS000769773-01,26725985,low
MLS000767846-01,26726001,medium
MLS000767447-01,26726115,low
MLS000762745-01,26726117,medium
MLS001029674-01,26726144,medium
MLS000780177-01,26726213,medium
MLS000780154-01,26726215,low
MLS000763070-01,26726234,low
MLS000779678-01,26726274,low
MLS000780105-01,26726277,medium
MLS000780261-01,26726313,low
MLS000780240-01,26726315,low
MLS000769273-01,26726366,medium
MLS000768658-01,26726377,low
MLS000850830-01,26726403,medium
MLS000851073-01,26726406,medium
MLS000851139-01,26726414,low
MLS000850849-01,26726427,medium
MLS000851033-01,26726430,medium
MLS000850840-01,26726433,low
MLS000860444-01,26726434,low
MLS000860470-01,26726437,medium
MLS000834799-01,26726442,medium
MLS000834795-01,26726444,low
MLS000834790-01,26726446,medium
MLS000834784-01,26726451,medium
MLS000860588-01,26726459,medium
MLS000860380-01,26726468,medium
MLS000860390-01,26726476,medium
MLS000860400-01,26726477,medium
MLS000860401-01,26726478,medium
MLS000860402-01,26726479,medium
MLS000860411-01,26726480,medium
MLS000830757-01,26726504,medium
MLS000830767-01,26726506,medium
MLS000860663-01,26726512,medium
MLS000850961-01,26726522,medium
MLS000860622-01,26726529,low
MLS000860625-01,26726532,low
MLS000860632-01,26726534,low
MLS000860637-01,26726537,low
MLS000859088-01,26726546,medium
MLS000859191-01,26726548,medium
MLS000851200-01,26726558,medium
MLS000850458-01,26726562,medium
MLS000850478-01,26726565,medium
MLS000850523-01,26726570,medium
MLS000830837-01,26726575,low
MLS000860482-01,26726580,medium
MLS000830829-01,26726583,medium
MLS000860485-01,26726587,medium
MLS000859200-01,26726601,medium
MLS000859198-01,26726602,medium
MLS000859197-01,26726603,low
MLS000859190-01,26726605,medium
MLS000859187-01,26726607,medium
MLS000860586-01,26726612,low
MLS000860587-01,26726613,low
MLS000859143-01,26726614,medium
MLS000859139-01,26726616,medium
MLS000859133-01,26726619,medium
MLS000859130-01,26726620,medium
MLS000859129-01,26726621,medium
MLS000859227-01,26726625,medium
MLS000859181-01,26726627,medium
MLS000859174-01,26726628,medium
MLS000859171-01,26726631,medium
MLS000859164-01,26726632,low
MLS000859163-01,26726633,medium
MLS000859160-01,26726635,medium
MLS000859152-01,26726637,medium
MLS000859151-01,26726638,low
MLS000859223-01,26726641,medium
MLS000859222-01,26726642,medium
MLS000859216-01,26726645,medium
MLS000830840-01,26726650,low
MLS000859131-01,26726654,medium
MLS000830791-01,26726655,medium
MLS000859102-01,26726661,medium
MLS000859192-01,26726662,medium
MLS000860597-01,26726676,medium
MLS000859123-01,26726677,low
MLS000860600-01,26726678,medium
MLS000859111-01,26726681,low
MLS000859109-01,26726683,medium
MLS000859104-01,26726687,medium
MLS000859099-01,26726691,low
MLS000859098-01,26726692,low
MLS000859093-01,26726695,medium
MLS000830832-01,26726712,medium
MLS000830830-01,26726713,medium
MLS000830825-01,26726716,low
MLS000830824-01,26726717,medium
MLS000830807-01,26726721,medium
MLS000830805-01,26726723,medium
MLS000830804-01,26726724,medium
MLS000860626-01,26726729,low
MLS000860631-01,26726730,low
MLS000830871-01,26726735,low
MLS000860431-01,26726738,medium
MLS000860435-01,26726741,medium
MLS000860436-01,26726742,low
MLS000860471-01,26726757,low
MLS000830745-01,26726763,low
MLS000830763-01,26726766,medium
MLS000850479-01,26726768,medium
MLS000859243-01,26726772,low
MLS000859242-01,26726773,medium
MLS000859240-01,26726775,low
MLS000859232-01,26726779,low
MLS000830795-01,26726780,low
MLS000830785-01,26726785,medium
MLS000830784-01,26726786,medium
MLS000830778-01,26726791,medium
MLS000830768-01,26726798,medium
MLS000830766-01,26726799,medium
MLS000850821-01,26726811,medium
MLS000850987-01,26726813,medium
MLS000850988-01,26726819,medium
MLS000850837-01,26726827,medium
MLS000850982-01,26726833,medium
MLS000860443-01,26726860,medium
MLS000850471-01,26726863,medium
MLS000850466-01,26726867,medium
MLS000850464-01,26726869,medium
MLS000850460-01,26726872,medium
MLS000859189-01,26726876,low
MLS000859194-01,26726877,medium
MLS000859199-01,26726878,low
MLS000850462-01,26726879,medium
MLS000859204-01,26726881,low
MLS000850518-01,26726882,medium
MLS000850512-01,26726884,medium
MLS000859234-01,26726886,medium
MLS000850505-01,26726887,medium
MLS000859239-01,26726890,medium
MLS000859122-01,26726896,medium
MLS000850855-01,26726903,medium
MLS000859092-01,26726905,medium
MLS000859142-01,26726907,medium
MLS000859170-01,26726908,low
MLS000850967-01,26726914,medium
MLS000850851-01,26726923,medium
MLS000830796-01,26726931,low
MLS000830833-01,26726932,medium
MLS000830912-01,26726937,low
MLS000851017-01,26726948,low
MLS000850441-01,26726953,low
MLS000859121-01,26726957,low
MLS000859229-01,26726959,low
MLS000859103-01,26726960,low
MLS000859150-01,26726969,medium
MLS000851094-01,26726972,medium
MLS000859134-01,26726975,low
MLS000859233-01,26726976,medium
MLS000834771-01,26726989,medium
MLS000850938-01,26726992,medium
MLS000850965-01,26726997,medium
MLS000834751-01,26727004,medium
MLS000851002-01,26727014,medium
MLS000850538-01,26727019,medium
MLS000850542-01,26727021,medium
MLS000850552-01,26727026,low
MLS000850536-01,26727048,low
MLS000851072-01,26727063,medium
MLS000861394-01,26727075,medium
MLS000860112-01,26727087,medium
MLS000833836-01,26727089,medium
MLS000833770-01,26727092,low
MLS000850681-01,26727102,medium
MLS000850677-01,26727104,medium
MLS000850671-01,26727107,medium
MLS000862075-01,26727114,medium
MLS000860190-01,26727134,medium
MLS000860209-01,26727142,medium
MLS000861533-01,26727148,low
MLS000850697-01,26727151,medium
MLS000850683-01,26727157,medium
MLS000860226-01,26727158,medium
MLS000860227-01,26727159,medium
MLS000860238-01,26727167,medium
MLS000860263-01,26727179,medium
MLS000860092-01,26727182,medium
MLS000861618-01,26727184,low
MLS000850657-01,26727193,medium
MLS000861239-01,26727197,low
MLS000850647-01,26727200,medium
MLS000861219-01,26727202,low
MLS000861561-01,26727206,low
MLS000850626-01,26727209,medium
MLS000860225-01,26727215,medium
MLS000861387-01,26727216,medium
MLS000861395-01,26727221,medium
MLS000861398-01,26727223,medium
MLS000861484-01,26727225,medium
MLS000861486-01,26727226,medium
MLS000861495-01,26727231,low
MLS000861187-01,26727246,low
MLS000861496-01,26727258,low
MLS000861644-01,26727259,low
MLS000861499-01,26727266,low
MLS000851267-01,26727277,medium
MLS000860181-01,26727280,low
MLS000860173-01,26727284,low
MLS000860171-01,26727285,low
MLS000851259-01,26727290,low
MLS000851258-01,26727291,medium
MLS000851257-01,26727292,low
MLS000861233-01,26727298,low
MLS000861236-01,26727303,medium
MLS000861237-01,26727304,medium
MLS000861246-01,26727308,medium
MLS000861248-01,26727310,medium
MLS000861209-01,26727313,low
MLS000861207-01,26727315,medium
MLS000861196-01,26727323,medium
MLS000861194-01,26727325,medium
MLS000861216-01,26727327,low
MLS000861217-01,26727328,medium
MLS000861222-01,26727331,low
MLS000851290-01,26727338,medium
MLS000862074-01,26727346,low
MLS000851270-01,26727348,low
MLS000862073-01,26727351,low
MLS000861276-01,26727356,medium
MLS000851300-01,26727360,low
MLS000862002-01,26727361,low
MLS000861535-01,26727372,medium
MLS000861554-01,26727382,medium
MLS000861555-01,26727383,medium
MLS000861642-01,26727388,medium
MLS000861515-01,26727393,medium
MLS000861519-01,26727395,medium
MLS000860144-01,26727396,low
MLS000861408-01,26727412,medium
MLS000851255-01,26727414,low
MLS000862007-01,26727419,medium
MLS000861405-01,26727422,medium
MLS000861455-01,26727423,medium
MLS000860149-01,26727429,medium
MLS000860279-01,26727433,medium
MLS000851227-01,26727449,medium
MLS000862055-01,26727452,medium
MLS000862040-01,26727461,low
MLS000851240-01,26727471,medium
MLS000851235-01,26727475,medium
MLS000850631-01,26727479,medium
MLS000861206-01,26727480,medium
MLS000833809-01,26727486,medium
MLS000861418-01,26727489,medium
MLS000861421-01,26727490,low
MLS000861433-01,26727497,low
MLS000861436-01,26727498,medium
MLS000861440-01,26727500,medium
MLS000860153-01,26727507,low
MLS000862014-01,26727516,medium
MLS000861720-01,26727517,medium
MLS000861407-01,26727522,medium
MLS000861412-01,26727524,low
MLS000861413-01,26727525,medium
MLS000861416-01,26727527,medium
MLS000861429-01,26727529,medium
MLS000861419-01,26727530,medium
MLS000861409-01,26727532,medium
MLS000861399-01,26727533,medium
MLS000861389-01,26727534,medium
MLS000833765-01,26727536,medium
MLS000850651-01,26727553,low
MLS000861613-01,26727565,low
MLS000861742-01,26727578,medium
MLS000861740-01,26727579,medium
MLS000861723-01,26727583,low
MLS000861708-01,26727591,medium
MLS000861750-01,26727597,medium
MLS000861752-01,26727598,medium
MLS000833829-01,26727605,medium
MLS000861249-01,26727610,low
MLS000833838-01,26727614,low
MLS000833833-01,26727616,low
MLS000861552-01,26727618,low
MLS000850680-01,26727621,medium
MLS000850659-01,26727623,medium
MLS000833826-01,26727632,low
MLS000861259-01,26727638,medium
MLS000833808-01,26727640,medium
MLS000833806-01,26727642,medium
MLS000861666-01,26727646,medium
MLS000861664-01,26727647,medium
MLS000861660-01,26727650,medium
MLS000861646-01,26727657,medium
MLS000861478-01,26727670,medium
MLS000861446-01,26727671,low
MLS000861453-01,26727675,low
MLS000861456-01,26727676,low
MLS000861479-01,26727678,low
MLS000861477-01,26727679,low
MLS000861476-01,26727680,medium
MLS000861470-01,26727684,low
MLS000861731-01,26727695,low
MLS000861710-01,26727699,medium
MLS000861700-01,26727700,medium
MLS000861690-01,26727701,medium
